model_name,log_loss,brier_score,accuracy,roc_auc,white_elo_mae,black_elo_mae,white_elo_rmse,black_elo_rmse,white_elo_r2,black_elo_r2,avg_mae
t1_before_logreg_history,0.6807361500372315,0.24415668809559027,0.5345,0.5655432621730487,,,,,,,
t2_after3_gradient_boosting_stockfish,0.6827871941065655,0.24493735620090723,0.543,0.5739182956731828,,,,,,,
t3_after10_hist_gradient_boosting_stockfish,0.6694472501857897,0.23878669889854554,0.5745,0.6248424993699975,,,,,,,
t4_elo_random_forest_stockfish,,,,,83.49313000000001,74.37303,150.2065598507602,144.82032970304962,0.8363102609013578,0.8473884775641074,78.93308
t4_elo_random_forest_no_stockfish,,,,,82.96919,74.10274000000001,150.64820667137064,145.64765495091225,0.8353462639465922,0.8456398278924856,78.535965
