Month,Parsed Games,Header Eligible Games,Eligible Games,Train Size,Val Size,Train Positive Rate,Val Positive Rate,Before ROC-AUC,Before LogLoss,Before Brier,Before Accuracy,After-3 ROC-AUC,After-3 LogLoss,After-3 Brier,After-3 Accuracy,After-10 ROC-AUC,After-10 LogLoss,After-10 Brier,After-10 Accuracy,Elo White MAE,Elo Black MAE,Elo Avg MAE,Elo White R2,Elo Black R2,Elo Baseline ROC-AUC,Elo Baseline LogLoss,Elo Baseline Brier
2023-03,21917,10466,10000,8000,2000,0.4865,0.5135,0.5845081064095726,0.6756345133557382,0.2416684192865491,0.55,0.5773098588871287,0.6828319638539875,0.24363530456680468,0.5455,0.6372775753524318,0.6589005042303847,0.23399603493821866,0.592,153.5233769442303,153.28699690001125,153.40518692212078,0.7200625526348271,0.7200005965224741,0.5808504399707387,0.6769362055772341,0.24186835684695096
2023-07,21563,10429,10000,8000,2000,0.50125,0.5,0.594653,0.668069831067836,0.23865105781126691,0.5535,0.58395,0.6707488338485745,0.2399772513863287,0.5435,0.6406399999999999,0.6541756568621776,0.23195748309407524,0.587,142.72514276548762,142.51407126748504,142.61960701648633,0.7321450567750633,0.7283624945778355,0.595061,0.6689071996878416,0.23921706826571024
2023-11,21330,10384,10000,8000,2000,0.492375,0.499,0.5785723142892573,0.6761542603569173,0.24185494582599645,0.5455,0.5718662874651499,0.6801466928171961,0.24354607638393197,0.5465,0.612621450485802,0.6647770464210696,0.23699944953815885,0.5655,143.27028221782902,140.9871397237208,142.1287109707749,0.7342992464062463,0.7399924032836971,0.5819618278473113,0.6786553221795787,0.24221475961435437
